time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Assessments_completed,Assessments_completed_rate,Same_day,1-10_days,11-20_days,21-30_days,31-40_days,41-45_days,46-50_days,51-60_days,61+_days,25th_Percentile_days,Median_days,75th_Percentile_days
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of assessment,5018,428.9,146,2104,324,378,1092,522,71,107,274,9,18,36
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of assessment,4170,737.3,51,417,539,633,1167,187,178,371,627,21,35,49
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of assessment,5249,463.3,131,560,702,734,765,466,408,494,989,19,37,53
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of assessment,4863,704.1,447,1469,532,539,575,372,132,198,599,4,20,42
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of assessment,900,249.7,7,60,98,75,121,60,25,80,374,29,51,88
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of assessment,2074,356.9,71,295,775,308,214,90,67,96,158,14,20,34
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of assessment,6048,394.1,485,1837,1132,777,486,226,148,197,760,5,16,37
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of assessment,2795,340.1,39,352,324,323,381,254,225,268,629,20,40,58
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of assessment,3797,283.5,116,649,886,1151,771,58,49,57,57,13,23,31
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of assessment,6004,425.4,36,551,962,765,1371,1811,208,112,188,20,37,43
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of assessment,11288,702.1,418,4230,1266,886,2197,1158,322,297,514,10,17,36
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of assessment,4976,775.8,21,897,1600,854,560,248,147,156,493,12,20,36
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of assessment,7586,469.2,1195,3923,417,203,1135,483,123,68,39,2,7,29
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of assessment,201,253.9,c,31,40,30,45,14,c,8,21,15,28,40
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of assessment,18425,650,357,2281,3728,2887,2854,1121,820,1488,2889,15,30,49
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of assessment,8127,1117.2,103,937,1394,2365,1061,288,302,525,1152,18,27,45
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of assessment,2127,315.1,227,750,718,172,89,38,17,57,59,5,12,17
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of assessment,1277,359.6,315,499,60,81,132,36,22,38,94,1,4,31
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of assessment,1781,225,c,183,339,255,602,59,c,71,233,18,33,39
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of assessment,1678,281.8,60,108,158,162,363,666,61,31,69,26,40,45
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of assessment,1769,387.8,c,103,255,293,272,83,c,123,581,23,39,80
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of assessment,9237,548,418,1549,1396,1244,1472,728,333,503,1594,13,31,47
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of assessment,4620,823.2,144,450,371,541,1059,951,424,307,373,25,39,45
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of assessment,1571,403.6,c,c,167,135,172,130,139,169,546,28,48,76
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of assessment,6021,933.8,96,3022,1850,406,425,47,26,40,109,9,10,16
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of assessment,2762,245,9,903,662,410,282,86,72,119,219,9,17,33
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of assessment,2688,464.6,87,652,335,287,303,138,102,202,582,8,30,56
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of assessment,4895,424.6,81,710,540,434,567,315,299,453,1496,18,43,68
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of assessment,1345,357,27,279,104,101,99,81,57,143,454,13,44,74
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of assessment,4829,370.8,8,316,731,907,1289,1220,274,63,21,22,34,43
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of assessment,2503,429.2,39,560,554,545,396,326,47,17,19,11,22,36
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of assessment,11959,398.9,248,1560,5439,2656,1244,292,134,178,208,16,20,26
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of assessment,7256,278.4,73,444,1774,1032,2919,230,172,190,422,15,32,35
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of assessment,2344,422.5,327,255,268,318,297,277,133,182,287,11,31,46
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of assessment,7398,446.5,304,1633,1497,828,761,313,244,361,1457,10,23,50
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of assessment,2977,625.9,69,558,408,429,988,220,80,131,94,14,31,37
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of assessment,1445,380.3,19,315,349,318,370,21,c,c,36,11,22,32
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of assessment,6485,432.8,149,1592,2031,1006,752,350,200,194,211,10,17,32
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of assessment,2324,579.2,71,531,234,223,536,401,129,87,112,10,33,44
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of assessment,986,359.7,9,405,272,154,110,19,c,c,9,9,12,23
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of assessment,2770,551.4,9,171,274,325,333,359,237,313,749,28,45,62
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Duration of assessment,6180,523.7,877,677,883,1599,862,222,186,266,608,10,27,37
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of assessment,2684,257.2,79,286,236,249,358,179,163,397,737,23,45,63
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of assessment,17096,611,291,3263,4676,2712,1855,778,608,1003,1910,12,21,41
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of assessment,2048,809.7,c,306,596,354,238,99,c,93,298,14,23,42
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of assessment,15802,486,684,1722,1853,2541,2801,4396,790,478,537,19,36,44
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of assessment,3699,594.9,16,225,433,535,711,868,294,230,387,25,39,45
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of assessment,2000,304.7,45,551,535,358,380,50,17,35,29,9,17,31
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of assessment,3767,267.6,32,299,547,695,1061,184,176,217,556,21,34,46
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of assessment,1453,342.3,95,588,200,104,320,21,19,69,37,10,11,35
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of assessment,1197,332.8,48,238,257,197,171,92,53,62,79,11,23,39
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of assessment,1879,469.4,508,94,225,206,336,393,57,36,24,0,26,41
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of assessment,2109,440.9,152,527,701,292,168,91,36,63,79,8,15,27
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of assessment,8993,354.6,28,556,2137,1588,1293,1057,555,666,1113,20,32,46
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of assessment,887,249.2,105,94,139,135,96,63,38,89,128,12,28,50
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of assessment,5185,307.8,634,2521,662,564,412,182,58,87,65,1,6,22
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of assessment,779,234,10,57,92,136,173,123,49,46,93,24,35,45
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of assessment,887,242.5,67,463,156,117,51,14,c,c,9,2,7,20
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of assessment,1014,296.9,14,234,231,201,149,94,25,24,42,11,22,35
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Duration of assessment,1553,x,19,234,254,262,355,282,27,46,74,15,31,41
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of assessment,4118,451,804,1168,476,462,547,241,70,123,227,2,12,35
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of assessment,3560,343.6,47,507,641,525,649,336,214,276,365,15,32,45
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of assessment,8187,579.7,157,885,1213,1467,1289,560,461,577,1578,19,34,52
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Duration of assessment,3895,x,16,839,635,558,590,321,162,287,487,12,29,45
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of assessment,5501,446.2,168,1756,1120,686,498,211,174,286,602,9,17,38
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of assessment,22,606.1,c,12,c,c,c,0,0,0,0,5,10,28
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of assessment,1618,382.2,109,86,99,254,212,145,107,112,494,25,43,68
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of assessment,3924,767.6,28,704,929,937,709,173,182,146,116,13,23,35
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Duration of assessment,1359,x,111,459,367,161,98,30,17,28,88,7,13,25
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of assessment,4524,414.8,3114,79,303,368,247,92,70,105,146,0,0,19
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of assessment,2600,458.7,111,400,765,416,568,165,71,63,41,14,21,36
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of assessment,2649,542.3,185,560,336,252,271,120,92,140,693,9,30,63
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of assessment,1488,590.5,275,344,195,121,80,49,28,48,348,3,16,56
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of assessment,4463,433,130,736,627,757,807,211,136,208,851,14,30,48
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of assessment,1806,454.6,6,75,203,414,718,129,66,82,113,26,33,39
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of assessment,17,243.6,0,c,c,c,7,c,0,0,0,9,21,38
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of assessment,3140,535.2,31,180,294,365,371,196,165,464,1074,29,50,67
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of assessment,1892,576.4,15,91,191,285,433,441,109,102,225,27,39,45
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of assessment,2410,407.7,130,704,446,442,393,90,48,46,111,6,19,32
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of assessment,2451,663.4,7,40,149,355,592,931,205,107,65,31,42,45
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of assessment,1105,421.8,c,387,156,56,175,116,c,69,87,10,22,44
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of assessment,2736,451,c,299,472,597,787,490,31,c,46,18,30,40
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of assessment,2782,419.3,24,390,492,322,1076,188,84,76,130,18,34,36
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of assessment,5567,676.6,448,628,363,495,514,903,752,672,792,19,44,51
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of assessment,1734,288.3,9,104,182,204,231,219,149,158,478,27,44,63
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of assessment,2084,346.9,182,754,343,180,202,112,59,60,192,4,13,36
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of assessment,2042,346.8,119,547,299,320,332,165,87,76,97,7,22,38
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of assessment,1505,426.7,6,60,126,216,612,334,59,44,48,29,37,42
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of assessment,2952,497.6,0,201,284,425,788,396,313,241,304,27,38,47
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of assessment,3952,455.7,110,1238,681,510,600,368,90,142,213,8,19,37
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of assessment,2820,507.8,63,340,770,662,543,147,103,67,125,15,24,36
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of assessment,2459,331.4,0,98,332,488,511,511,111,104,304,25,36,45
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of assessment,1812,255.5,63,394,254,177,345,295,61,94,129,10,31,43
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of assessment,3552,388.9,758,310,331,408,401,263,236,278,567,4,30,50
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of assessment,4214,520.2,67,382,302,397,809,1544,399,205,109,29,42,45
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of assessment,3227,391,83,532,690,743,526,167,130,123,233,14,25,37
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of assessment,3243,506.5,0,642,492,505,489,258,139,206,512,14,30,47
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of assessment,1759,306.1,13,44,139,304,906,172,60,60,61,29,35,38
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of assessment,1358,254.6,17,140,169,179,167,100,72,112,402,21,41,68
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of assessment,3818,557.3,155,355,919,781,396,292,141,196,583,16,26,45
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of assessment,2855,460.1,200,773,445,331,343,116,54,136,457,7,21,43
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of assessment,2014,565.1,205,715,170,135,362,359,34,27,7,5,14,38
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of assessment,1658,359.8,68,193,203,195,689,140,54,47,69,18,36,40
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of assessment,4963,662.3,24,1115,917,1249,1144,192,65,106,151,11,24,35
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of assessment,1965,453.2,27,486,256,196,597,168,88,76,71,10,31,39
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of assessment,1663,366.4,c,c,117,248,269,404,178,158,251,31,43,50
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of assessment,3365,528.9,239,713,651,516,587,266,91,119,183,9,22,38
2014,Reporting year,National,E92000001,England,,,,,,Duration of assessment,175290,152.8,8820,32870,33960,26080,26980,15460,6940,8660,15500,11,25,42
2014,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of assessment,3070,58.6,60,410,580,500,700,770,30,20,20,15,30,41
2014,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of assessment,30520,202.2,1980,5830,7620,4600,3820,2120,1100,1280,2160,10,20,37
2014,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of assessment,15470,136.3,590,4310,2510,2070,2380,1360,350,580,1300,9,22,39
2014,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of assessment,3600,37.5,230,520,540,460,670,600,160,200,230,13,32,43
2014,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of assessment,24550,196.2,1220,4610,4820,3510,3290,2000,1030,1470,2610,11,25,43
2014,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of assessment,9160,72,140,1120,2710,1550,2030,430,270,320,590,15,24,35
2014,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of assessment,45470,242.6,1470,8260,6380,6460,8390,4490,2250,2670,5110,13,31,45
2014,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of assessment,31090,165.2,1990,5540,5900,4780,4100,2940,1470,1730,2660,11,25,43
2014,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of assessment,12360,116.1,1160,2280,2910,2150,1600,760,280,390,820,10,20,35
2014,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of assessment,21000,311,220,3210,2890,3110,4240,2510,1130,1290,2400,17,33,45
2014,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of assessment,24470,204.1,1240,5050,3490,3360,4150,1980,1120,1380,2710,10,28,44
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of assessment,2318,580.3,13,222,385,360,600,704,6,15,13,19,35,41
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of assessment,110,54.5,0,24,26,34,26,0,0,0,0,12,22,28
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of assessment,301,94.9,0,44,67,55,41,62,19,6,7,15,26,44
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of assessment,54,9,c,36,9,0,7,0,0,0,c,7,10,13
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of assessment,97,35.3,30,24,27,9,7,0,0,0,0,0,9,17
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of assessment,188,44.3,15,57,61,39,16,0,0,0,0,7,12,22
2014,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of assessment,1401,359.3,50,217,222,136,185,250,163,74,104,13,35,45
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of assessment,2651,401,59,330,1389,289,146,271,48,54,65,14,15,30
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of assessment,2433,324.9,30,230,307,413,705,192,104,142,310,22,33,44
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of assessment,913,137.6,484,70,78,98,72,31,20,27,33,0,0,25
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of assessment,5141,548.5,135,1048,1314,1082,707,260,133,150,312,11,21,34
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of assessment,820,292.9,13,118,206,139,104,108,45,42,45,14,25,43
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of assessment,3020,933.6,102,803,926,575,414,56,43,36,65,9,16,28
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of assessment,648,26.6,439,113,64,c,7,c,c,c,9,0,0,4
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of assessment,5154,454,333,816,655,605,586,475,302,487,895,12,33,52
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of assessment,23,4,c,17,c,0,0,0,0,0,0,1,4,5
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of assessment,341,67.2,6,70,114,100,47,0,c,c,c,11,17,27
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of assessment,29,5.6,0,23,6,0,0,0,0,0,0,9,9,10
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of assessment,1088,179.4,c,127,355,125,157,116,64,c,83,14,25,44
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of assessment,1686,345.4,125,327,360,261,215,199,56,55,88,10,23,40
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of assessment,404,76.7,43,159,139,43,15,c,c,0,c,6,11,17
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of assessment,225,50.8,c,14,83,44,61,8,c,7,c,16,23,35
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of assessment,4542,673.6,150,1349,1405,687,401,145,110,146,149,9,15,28
2014,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of assessment,916,186.5,10,124,160,113,123,77,40,106,163,16,34,53
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of assessment,5569,401.7,152,1848,725,788,1194,455,66,90,251,9,21,35
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of assessment,641,101.5,c,63,108,101,210,89,c,30,25,19,34,40
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of assessment,481,86.3,9,57,60,85,76,56,26,46,66,20,35,48
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of assessment,3680,232.4,75,791,601,567,511,550,120,128,315,11,26,42
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of assessment,1206,342.4,23,588,350,143,59,29,c,c,6,7,10,18
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of assessment,0,0,0,0,0,0,0,0,0,0,0,z,z,z
2014,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of assessment,20,3.6,c,10,8,0,c,0,0,0,0,9,10,13
